name;code;active;region_id;created_at;updated_at
Tutazá;15839;1;5;2021-04-02;2021-04-02
Ubalá;25839;1;11;2021-04-02;2021-04-02
Ubaque;25841;1;11;2021-04-02;2021-04-02
Ulloa;76845;1;24;2021-04-02;2021-04-02
Umbita;15842;1;5;2021-04-02;2021-04-02
Une;25845;1;11;2021-04-02;2021-04-02
Unguía;27800;1;12;2021-04-02;2021-04-02
Unión Panamericana;27810;1;12;2021-04-02;2021-04-02
Uramita;5842;1;1;2021-04-02;2021-04-02
Uribe;50370;1;16;2021-04-02;2021-04-02
Uribia;44847;1;14;2021-04-02;2021-04-02
Urrao;5847;1;1;2021-04-02;2021-04-02
Urumita;44855;1;14;2021-04-02;2021-04-02
Usiacurí;8849;1;2;2021-04-02;2021-04-02
Útica;25851;1;11;2021-04-02;2021-04-02
Valdivia;5854;1;1;2021-04-02;2021-04-02
Valencia;23855;1;10;2021-04-02;2021-04-02
Valle de San José;68855;1;21;2021-04-02;2021-04-02
Valle de San Juan;73854;1;23;2021-04-02;2021-04-02
Valle del Guamuez;86865;1;27;2021-04-02;2021-04-02
Valledupar;20001;1;9;2021-04-02;2021-04-02
Valparaíso;5856;1;1;2021-04-02;2021-04-02
Valparaíso;18860;1;7;2021-04-02;2021-04-02
Vegachí;5858;1;1;2021-04-02;2021-04-02
Vélez;68861;1;21;2021-04-02;2021-04-02
Venadillo;73861;1;23;2021-04-02;2021-04-02
Venecia;5861;1;1;2021-04-02;2021-04-02
Venecia;25506;1;11;2021-04-02;2021-04-02
Ventaquemada;15861;1;5;2021-04-02;2021-04-02
Vergara;25862;1;11;2021-04-02;2021-04-02
Versalles;76863;1;24;2021-04-02;2021-04-02
Vetas;68867;1;21;2021-04-02;2021-04-02
Vianí;25867;1;11;2021-04-02;2021-04-02
Victoria;17867;1;6;2021-04-02;2021-04-02
Vigía del Fuerte;5873;1;1;2021-04-02;2021-04-02
Vijes;76869;1;24;2021-04-02;2021-04-02
Villa Caro;54871;1;18;2021-04-02;2021-04-02
Villa de Leyva;15407;1;5;2021-04-02;2021-04-02
Villa de San Diego de Ubate;25843;1;11;2021-04-02;2021-04-02
Villa del Rosario;54874;1;18;2021-04-02;2021-04-02
Villa Rica;19845;1;8;2021-04-02;2021-04-02
Villagarzón;86885;1;27;2021-04-02;2021-04-02
Villagómez;25871;1;11;2021-04-02;2021-04-02
Villahermosa;73870;1;23;2021-04-02;2021-04-02
Villamaría;17873;1;6;2021-04-02;2021-04-02
Villanueva;13873;1;4;2021-04-02;2021-04-02
Villanueva;44874;1;14;2021-04-02;2021-04-02
Villanueva;68872;1;21;2021-04-02;2021-04-02
Villanueva;85440;1;26;2021-04-02;2021-04-02
Villapinzón;25873;1;11;2021-04-02;2021-04-02
Villarrica;73873;1;23;2021-04-02;2021-04-02
Villavicencio;50001;1;16;2021-04-02;2021-04-02
Villavieja;41872;1;13;2021-04-02;2021-04-02
Villeta;25875;1;11;2021-04-02;2021-04-02
Viotá;25878;1;11;2021-04-02;2021-04-02
Viracachá;15879;1;5;2021-04-02;2021-04-02
Vistahermosa;50711;1;16;2021-04-02;2021-04-02
Viterbo;17877;1;6;2021-04-02;2021-04-02
Yacopí;25885;1;11;2021-04-02;2021-04-02
Yacuanquer;52885;1;17;2021-04-02;2021-04-02
Yaguará;41885;1;13;2021-04-02;2021-04-02
Yalí;5885;1;1;2021-04-02;2021-04-02
Yarumal;5887;1;1;2021-04-02;2021-04-02
Yavaraté;97889;1;32;2021-04-02;2021-04-02
Yolombó;5890;1;1;2021-04-02;2021-04-02
Yondó;5893;1;1;2021-04-02;2021-04-02
Yopal;85001;1;26;2021-04-02;2021-04-02
Yotoco;76890;1;24;2021-04-02;2021-04-02
Yumbo;76892;1;24;2021-04-02;2021-04-02
Zambrano;13894;1;4;2021-04-02;2021-04-02
Zapatoca;68895;1;21;2021-04-02;2021-04-02
Zapayán;47960;1;15;2021-04-02;2021-04-02
Zaragoza;5895;1;1;2021-04-02;2021-04-02
Zarzal;76895;1;24;2021-04-02;2021-04-02
Zetaquira;15897;1;5;2021-04-02;2021-04-02
Zipacón;25898;1;11;2021-04-02;2021-04-02
Zipaquirá;25899;1;11;2021-04-02;2021-04-02
Zona Bananera;47980;1;15;2021-04-02;2021-04-02
